amenities,beds,developer,district,electoral_div,lease,name,nearest_mrt_name,neighbourhood,property_type,rental,sqft,tenure,travel_time_changi,travel_time_orchard,travel_time_raffles,furnishing,amenities_count,nearest_mrt_dist_min,nearest_mrt_dist_metres,freehold_status,rental_log
"'Function Room', 'Gym', 'Pool Deck', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'BBQ''",1,Tg (2010) Pte Ltd,D09,Tanjong Pagar,Flexible,Lloyd Sixtyfive,Somerset MRT,River Valley,Condo,4100,592,Freehold,56,12,14,Unknown,8,4,21,Freehold,8.318742252692399
"'Jogging Track', 'Clubhouse', 'Water Feature', 'Stove', 'Squash Court', 'Parking', 'Games Room', 'Greenery View', 'Wading Pool', 'Playground', 'Washer', 'BBQ', 'Gym', 'Fridge', 'Sauna', 'Waterfall', 'Tennis Court', 'Ground Floor', 'Aircon', 'Viewing Deck', 'Swimming Pool', 'Jacuzzi', 'Fitness Corner', 'Security''",1,Dover Palisades Pte Ltd (Far East Organization),D05,West Coast,less_than_24m,Dover Parkview,,Queenstown,Condo,3500,1215,99 Years,73,26,32,Partially Furnished,24,none_nearby,none_nearby,Non-Freehold,8.160518247477505
"'Swimming Pool', 'Security', 'Wading Pool', 'BBQ', 'Parking''",2,Clydesbuilt Development Pte Ltd,D08,Jalan Besar,less_than_24m,Clydes Residence,,Kallang,Condo,3300,1022,Freehold,63,21,23,Partially Furnished,5,none_nearby,none_nearby,Freehold,8.101677747454572
"'Clubhouse', 'Gym', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Tennis Court''",3,Wing Tai Asia,D10,Holland-Bukit Timah,Flexible,The Tessarina,,Bukit Timah,Condo,4800,1315,Freehold,69,29,41,Unknown,9,none_nearby,none_nearby,Freehold,8.476371196895983
"'Bed', 'Aircon', 'Fridge''",1,,D22,West Coast,Flexible,19 Jurong West Avenue 5,,Jurong West,Condo,1150,538,-,92,54,45,Unknown,3,none_nearby,none_nearby,-,7.047517221357296
"'Bomb Shelter', 'Renovated', 'Aircon', 'Maid Room', 'Sofa', 'Gym', 'City View', 'Bed', 'Fridge', 'Jacuzzi', 'Swimming Pool', 'Dryer', 'Oven', 'Parking', 'High Floor', 'Washer', 'Fibre Ready', 'Security', 'BBQ', 'Balcony''",3,Macly Capital Pte Ltd,D09,Tanjong Pagar,Flexible,Newton Edge,Newton MRT,Novena,Condo,3488,915,Freehold,58,14,19,Partially Furnished,20,6,71,Freehold,8.15708378502887
"'Lounge', 'Bomb Shelter', 'Aircon', 'Stove', 'Fridge', 'Jacuzzi', 'Swimming Pool', 'Dryer', 'High Floor', 'Washer', 'Gym', 'BBQ', 'Balcony''",2,,D09,Tanjong Pagar,greater_than_or_equal_24m,The Peak @ Cairnhill II,Newton MRT,Newton,Condo,5000,904,Freehold,58,14,20,Fully Furnished,13,6,82,Freehold,8.517193191416238
"'Clubhouse', 'Jet Pool', 'Function Room', 'Water Feature', 'Yoga Corner', 'Gym', 'Mini Golf Range', 'Viewing Deck', 'Lounge', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Outdoor Dining', 'Reflexology Path', 'BBQ''",1,Bayfront Ventures Pte Ltd,D07,Jalan Besar,Flexible,City Gate,Nicoll Highway MRT,Kallang,Condo,3500,500,99 Years,51,23,18,Unknown,16,4,22,Non-Freehold,8.160518247477505
"'Gym', 'Sauna', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Parking', 'BBQ''",3,Far East Organization,D09,Tanjong Pagar,Flexible,Cavenagh Lodge,,Newton,Condo,4500,1551,99 Years,56,18,26,Unknown,7,none_nearby,none_nearby,Non-Freehold,8.411832675758411
"'Basketball Court', 'Gym', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Lap Pool', 'BBQ', 'Tennis Court''",2,Arts Associate Company Pte Ltd,D12,Jalan Besar,Flexible,Vista Residences,,Novena,Condo,3400,904,Freehold,60,20,28,Unknown,10,none_nearby,none_nearby,Freehold,8.131530710604252
"'Jogging Track', 'High Ceiling', 'Stove', 'Yoga Corner', 'Parking', 'Pond', 'Balcony', 'Greenery View', 'Pool Deck', 'Driving Range', 'Wading Pool', 'Playground', 'Top Floor', 'Washer', 'Pool View', 'BBQ', 'Gym', 'Fridge', 'Waterfall', 'Tennis Court', 'Fibre Ready', 'Aircon', 'Sofa', 'Open Terrace', 'Bed', 'Spa Pool', 'Fitness Corner', 'High Floor', 'Security', 'Lap Pool''",1,Kingsford Development Pte Ltd,D23,Chua Chu Kang,less_than_24m,Kingsford . Hillview Peak,Hillview MRT,Bukit Batok,Condo,2700,570,99 Years,73,33,39,Partially Furnished,30,6,45,Non-Freehold,7.90100705199242
"'Aircon', 'Water Feature', 'Sofa', 'Gym', 'Timber Deck', 'Fridge', 'Bed', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Parking', 'High Floor', 'Security', 'Lap Pool', 'BBQ', 'Balcony''",2,Uol Development (Novena) Pte Ltd,D11,Tanjong Pagar,greater_than_or_equal_24m,Newton Suites,Novena MRT,Novena,Condo,4200,800,Freehold,62,14,19,Fully Furnished,17,4,2,Freehold,8.34283980427146
"'Fun Pool', 'Clubhouse', 'Gym', 'Pool Deck', 'Spa Pavilion', 'Lounge', 'Swimming Pool', 'Wading Pool', 'Tennis Court', 'Fitness Corner', 'Parking', 'Security', 'Sky Terrace', 'Lap Pool', 'BBQ', 'Hydrotherapy Pool''",1,Clementi Development Pte Ltd,D05,Jurong,Flexible,The Trilinq,,Clementi,Condo,2500,538,99 Years,77,32,29,Unknown,16,none_nearby,none_nearby,Non-Freehold,7.824046010856292
"'City View', 'Aircon', 'Maid Room', 'Gym', 'Fridge', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Tennis Court', 'Parking', 'High Floor', 'Washer', 'Security', 'BBQ''",3,City Developments Ltd,D09,Jalan Besar,greater_than_or_equal_24m,Mirage Tower,,None,Condo,5200,1744,Freehold,63,18,24,Fully Furnished,14,none_nearby,none_nearby,Freehold,8.556413904569519
"'Aircon', 'Sofa', 'Fridge', 'Low Floor', 'Oven', 'Washer', 'Balcony''",2,Stan-Lloyd Investments Pte Ltd (Sum Keong Group),D07,Jalan Besar,greater_than_or_equal_24m,Heritage Place,Bugis MRT,None,Condo,3200,947,999 Years,50,20,12,Unknown,7,3,33,Freehold,8.070906088787819
"'Pavilion', 'Renovated', 'Closet', 'Gym', 'Pool Deck', 'Fridge', 'Spa Pavilion', 'Lounge', 'Aircon', 'Wading Pool', 'Jacuzzi', 'Playground', 'Oven', 'Parking', 'High Floor', 'Security', 'Bathtub', 'Lap Pool', 'BBQ', 'Balcony''",2,Wheelock Properties,D09,Tanjong Pagar,Flexible,The Cosmopolitan,,None,Condo,5500,1141,Freehold,62,17,24,Unfurnished,20,none_nearby,none_nearby,Freehold,8.612503371220562
"'Clubhouse', 'Gym', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Steam Room', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'Lap Pool', 'BBQ', 'Tennis Court''",1,Wing Tai Asia,D09,Tanjong Pagar,greater_than_or_equal_24m,Visioncrest,Dhoby Ghaut MRT,None,Condo,3500,700,Freehold,49,12,14,Partially Furnished,13,4,14,Freehold,8.160518247477505
"'Hydrotherapy Pool', 'Gym', 'Pool Deck', 'Swimming Pool', 'Jacuzzi', 'Lap Pool', 'BBQ''",1,,D12,Jalan Besar,Flexible,Okio,,Novena,Condo,2200,431,Freehold,62,18,26,Unknown,7,none_nearby,none_nearby,Freehold,7.696212639346407
"'Security', 'Parking''",2,Ho Bee Developments Pte Ltd,D15,Mountbatten,Flexible,Chelsea Lodge,,Marine Parade,Condo,2500,1000,Freehold,50,37,27,Unknown,2,none_nearby,none_nearby,Freehold,7.824046010856292
"'Clubhouse', 'Gym', 'Pool Deck', 'Swimming Pool', 'Jacuzzi', 'Tennis Court', 'Fitness Corner', 'Parking', 'Security', 'BBQ''",1,Orchard Suites Residence Pte Ltd,D09,Tanjong Pagar,Flexible,Devonshire Residences,Somerset MRT,River Valley,Condo,3000,818,Freehold,53,11,12,Unknown,10,2,92,Freehold,8.006367567650246
"'Fun Pool', 'Clubhouse', 'Pavilion', 'Hammocks', 'Lap Pool', 'Gym', 'Spa Pavilion', 'Lounge', 'Wading Pool', 'Spa Pool', 'Playground', 'Security', 'Reflexology Path', 'Tennis Court''",2,UOL,D15,Mountbatten,greater_than_or_equal_24m,Amber 45,,Marine Parade,Condo,3900,614,Freehold,34,33,28,Partially Furnished,14,none_nearby,none_nearby,Freehold,8.268731832117737
"'Clubhouse', 'Stove', 'Jacuzzi', 'Oven', 'Parking', 'Games Room', 'City View', 'Mini Golf Range', 'TV', 'Pool Deck', 'Lounge', 'Fountain', 'Playground', 'Dining Room Furniture', 'Washer', 'BBQ', 'Gym', 'Fridge', 'Steam Room', 'Tennis Court', 'Karaoke', 'Bowling Alley', 'Aircon', 'Sofa', 'Bed', 'Swimming Pool', 'Sea View', 'Fitness Corner', 'High Floor', 'Security', 'Bathtub', 'Lap Pool''",2,City Developments Ltd,D08,Jalan Besar,Flexible,City Square Residences,Farrer Park MRT,Kallang,Condo,3350,840,Freehold,52,22,21,Fully Furnished,32,5,14,Freehold,8.116715624819111
"'Ground Floor', 'Fibre Ready', 'Renovated', 'Aircon', 'Maid Room', 'Greenery View', 'Gym', 'Fridge', 'Bed', 'Sauna', 'Low Floor', 'Swimming Pool', 'Dryer', 'Steam Room', 'Security', 'Oven', 'Parking', 'Washer', 'Pool View', 'Stove', 'Closet''",3,Lucky Realty Co. Pte Ltd (Far East),D10,Tanjong Pagar,less_than_24m,Grange 80,,River Valley,Condo,5500,1356,Freehold,62,17,25,Partially Furnished,21,none_nearby,none_nearby,Freehold,8.612503371220562
"'Gym', 'Sauna', 'Swimming Pool', 'Squash Court', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'BBQ', 'Tennis Court''",1,Upfront Development Pte Ltd (Bonvests Holdings Limited),D11,Holland-Bukit Timah,Flexible,Nineteen Shelford Road,,Bukit Timah,Condo,2700,657,Freehold,64,24,30,Unknown,10,none_nearby,none_nearby,Freehold,7.90100705199242
"'Clubhouse', 'Gym', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Parking', 'Security', 'Lap Pool', 'BBQ''",2,Frasers Centrepoint Homes,D10,Tanjong Pagar,Flexible,One Jervois,,Tanglin,Condo,3600,990,Freehold,65,18,26,Unknown,9,none_nearby,none_nearby,Freehold,8.1886891244442
"'Clubhouse', 'Stove', 'Jacuzzi', 'Oven', 'Parking', 'Balcony', 'Renovated', 'TV', 'Wading Pool', 'Playground', 'Dining Room Furniture', 'Washer', 'BBQ', 'Gym', 'Fridge', 'Sauna', 'Steam Room', 'Patio / PES', 'Ground Floor', 'Aircon', 'Sofa', 'Bed', 'Swimming Pool', 'Fitness Corner', 'Security', 'Lap Pool''",3,Sophia Residence Development Pte Ltd,D09,Tanjong Pagar,Flexible,Sophia Residence,Dhoby Ghaut MRT,None,Condo,6500,1991,Freehold,48,13,13,Unknown,26,5,75,Freehold,8.779557455883728
"'Bomb Shelter', 'Pool View', 'Aircon', 'Gym', 'Walk In Closet', 'Wading Pool', 'Jacuzzi', 'Bathtub', 'Lap Pool', 'BBQ', 'Balcony''",2,Capital Group,D10,Tanjong Pagar,Flexible,The Arc At Draycott,,Newton,Condo,4980,1130,Freehold,54,7,19,Fully Furnished,11,none_nearby,none_nearby,Freehold,8.513185170018698
"'Clubhouse', 'Pavilion', 'Water Feature', 'Gym', 'Waterfall', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Lap Pool', 'BBQ''",2,Mcl Land,D09,Tanjong Pagar,Flexible,Robertson 100,,None,Condo,3700,883,Freehold,66,26,24,Partially Furnished,12,none_nearby,none_nearby,Freehold,8.216088098632316
"'Clubhouse', 'Function Room', 'Pavilion', 'Basketball Court', 'Water Feature', 'Gym', 'Mini Golf Range', 'Swimming Pool', 'Wading Pool', 'Tennis Court', 'Fitness Corner', 'Parking', 'Security', 'Lap Pool', 'BBQ', 'Sky Terrace''",2,Lippo Land Corporation,D09,Tanjong Pagar,Flexible,The Trillium,,None,Condo,6200,1399,Freehold,62,17,24,Unknown,16,none_nearby,none_nearby,Freehold,8.732304571033183
"'Aircon', 'Closet', 'Stove', 'Fridge', 'Dryer', 'Oven', 'Washer', 'Fibre Ready', 'Balcony''",2,"Roma Central Pte Ltd,Milano Central Pte Ltd,Verona Central Pte Ltd",D14,Marine Parade,Flexible,Park Place Residences at Plq,Paya Lebar MRT,Geylang,Condo,3499,667,99 Years,41,26,18,Unknown,9,2,12,Non-Freehold,8.160232492367689
"'Renovated', 'Aircon', 'Fridge', 'Low Floor', 'Oven', 'Washer''",1,,D05,West Coast,Flexible,Bijou,Pasir Panjang MRT,Queenstown,Condo,3200,603,Freehold,70,32,25,Partially Furnished,6,1,6,Freehold,8.070906088787819
"'Clubhouse', 'Bomb Shelter', 'Patio / PES', 'Closet', 'Aircon', 'Stove', 'City View', 'Fridge', 'Bathtub', 'Dryer', 'Fitness Corner', 'Tennis Court', 'Oven', 'Parking', 'Mid Floor', 'Dishwasher', 'Washer', 'Fibre Ready', 'Security', 'BBQ''",2,Cathay Organisation Holdings Ltd,D09,Tanjong Pagar,greater_than_or_equal_24m,The Cathay Residences,Dhoby Ghaut MRT,None,Condo,5500,1003,Freehold,48,11,10,Partially Furnished,20,3,22,Freehold,8.612503371220562
"'Clubhouse', 'Function Room', 'Water Feature', 'Gym', 'Pool Deck', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Parking', 'Security', 'BBQ''",1,Allgreen Properties,D09,Tanjong Pagar,Flexible,Suites At Orchard,Dhoby Ghaut MRT,None,Condo,3300,548,99 Years,47,11,11,Unknown,11,2,2,Non-Freehold,8.101677747454572
"'Swimming Pool', 'Bomb Shelter', 'Aircon', 'Stove', 'Fridge', 'Bed', 'Couch', 'Parking', 'Washer', 'Bathtub', 'Gym''",4,,D14,Marine Parade,greater_than_or_equal_24m,Lotus at Paya Lebar (West Wing),Paya Lebar MRT,Geylang,Condo,5040,1313,Freehold,44,28,20,Partially Furnished,11,4,36,Freehold,8.525161361065415
"'Jogging Track', 'Clubhouse', 'Basketball Court', 'Aerobic Pool', 'Sculpture', 'Gym', 'Spa Pavilion', 'Swimming Pool', 'Multi-purpose Hall', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Retail Shops', 'Lap Pool', 'BBQ', 'Tennis Court''",2,,D10,Tanjong Pagar,Flexible,D'leedon,,Bukit Timah,Condo,4000,786,99 Years,70,23,34,Unknown,16,none_nearby,none_nearby,Non-Freehold,8.294049640102028
"'Security', 'Parking''",4,,D22,Yuhua,Flexible,J Gateway,Jurong East MRT,Jurong East,Condo,4800,1206,99 Years,78,38,31,Unknown,2,2,78,Non-Freehold,8.476371196895983
"'Jogging Track', 'Clubhouse', 'Spa Pavilion', 'Jacuzzi', 'Oven', 'Basketball Court', 'Aerobic Pool', 'Playground', 'Washer', 'BBQ', 'Audio System', 'Gym', 'Fridge', 'Dryer', 'Tennis Court', 'Multi-purpose Hall', 'Dishwasher', 'Bathtub', 'Aircon', 'Lap Pool', 'Swimming Pool', 'Fitness Corner', 'Retail Shops', 'Sculpture''",4,,D10,Tanjong Pagar,Flexible,D'leedon,,Bukit Timah,Condo,16000,4487,99 Years,70,23,34,Partially Furnished,24,none_nearby,none_nearby,Non-Freehold,9.680344001221918
"'Clubhouse', 'Dishwasher', 'Aircon', 'Jacuzzi', 'Greenery View', 'Gym', 'Fridge', 'Low Floor', 'Swimming Pool', 'Dryer', 'Playground', 'Oven', 'Washer', 'Bathtub', 'Stove', 'BBQ', 'Tennis Court''",3,,D04,West Coast,greater_than_or_equal_24m,Reflections At Keppel Bay,Telok Blangah MRT,Bukit Merah,Condo,4980,1184,99 Years,71,33,26,Partially Furnished,17,6,68,Non-Freehold,8.513185170018698
"'Clubhouse', 'Gym', 'Mini-mart', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Squash Court', 'Playground', 'Parking', 'Security', 'BBQ', 'Tennis Court''",4,Amcol Gardens (Tanjong Rhu) Pte Ltd,D15,Mountbatten,Flexible,Costa Rhu,Nicoll Highway MRT,Kallang,Condo,7500,2088,99 Years,53,27,22,Unknown,12,7,19,Non-Freehold,8.922658299524402
"'Gym', 'Wading Pool', 'Steam Room', 'Parking', 'Security', 'BBQ''",1,Ec Prime Pte Ltd,D03,Tanjong Pagar,less_than_24m,Alexis,Queenstown MRT,Queenstown,Condo,2400,398,Freehold,67,26,19,Unknown,6,5,80,Freehold,7.783224016336037
"'Clubhouse', 'Walk In Closet', 'Jacuzzi', 'Bomb Shelter', 'Greenery View', 'Wading Pool', 'Hydrotherapy Pool', 'Playground', 'Washer', 'BBQ', 'Hydrotherapy Pool', 'Gym', 'City View', 'Fridge', 'Steam Room', 'Tennis Court', 'Sauna', 'Jet Pool', 'Aircon', 'Open Terrace', 'Security', 'Lap Pool''",1,Lucky Pinnacle Pte Ltd (Far East),D02,Jalan Besar,Flexible,Icon,Tanjong Pagar MRT,None,Condo,3600,700,99 Years,57,21,9,Fully Furnished,22,2,94,Non-Freehold,8.1886891244442
"'Aircon', 'TV', 'Gym', 'Fridge', 'Bed', 'Swimming Pool', 'Utility Room', 'Playground', 'Parking', 'High Floor', 'Washer', 'Security', 'BBQ', 'Games Room''",3,Shaw Realty,D09,Tanjong Pagar,greater_than_or_equal_24m,Hullet Rise,Somerset MRT,Newton,Condo,4800,110,Freehold,50,12,14,Partially Furnished,14,4,27,Freehold,8.476371196895983
"'Bridge', 'Function Room', 'Stove', 'Spa Pavilion', 'Outdoor Dining', 'Basketball Court', 'Pool Deck', 'Wading Pool', 'Hydrotherapy Pool', 'Playground', 'Washer', 'Gym', 'Low Floor', 'Tennis Court', 'Underwater Fitness Station', 'Yoga Corner', 'Pavilion', 'Aircon', 'Hammocks', 'Spa Pool', 'Fitness Corner', 'Security', 'Retail Shops', 'Lap Pool''",2,Kingsford Huray Development Pte Ltd,D05,West Coast,greater_than_or_equal_24m,Normanton Park,,Queenstown,Condo,4100,936,99 Years,78,34,36,Partially Furnished,24,none_nearby,none_nearby,Non-Freehold,8.318742252692399
"'Clubhouse', 'Games Room', 'Renovated', 'Aircon', 'Fridge', 'Bed', 'Jacuzzi', 'Basketball Court', 'Tennis Court', 'Fitness Corner', 'Parking', 'Washer', 'Pool View', 'Lap Pool', 'Security', 'Balcony''",0,Secure Venture Development (Simei) Pte Ltd,D18,East Coast,less_than_24m,Double Bay Residences,Simei MRT,Tampines,Condo,1600,300,99 Years,37,43,35,Fully Furnished,16,6,59,Non-Freehold,7.3777589082278725
"'Renovated', 'Aircon', 'Sofa', 'Stove', 'Fridge', 'Low Floor', 'Study Room', 'Oven', 'Washer''",1,,D05,West Coast,less_than_24m,Bijou,Pasir Panjang MRT,Queenstown,Condo,3300,603,Freehold,70,32,25,Fully Furnished,9,1,6,Freehold,8.101677747454572
"'Gym', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'BBQ''",3,Novelty Asia Pacific Pte Ltd,D12,Jalan Besar,Flexible,Iresidences,,Novena,Condo,4600,1346,Freehold,66,18,23,Unknown,8,none_nearby,none_nearby,Freehold,8.433811582477187
"'City View', 'Bathtub', 'Renovated', 'Aircon', 'TV', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Dryer', 'Oven', 'Mid Floor', 'Dining Room Furniture', 'Washer', 'Fibre Ready', 'Closet''",0,,D01,Jalan Besar,Flexible,People's Park Complex,Chinatown MRT,None,Condo,2500,463,99 Years,53,19,16,Fully Furnished,16,1,4,Non-Freehold,7.824046010856292
"'Clubhouse', 'Security', 'Renovated', 'Aircon', 'Maid Room', 'Greenery View', 'Fridge', 'Sauna', 'Jacuzzi', 'Swimming Pool', 'Wading Pool', 'Dryer', 'Playground', 'Oven', 'Parking', 'Mid Floor', 'Washer', 'Pool View', 'Stove', 'BBQ', 'Balcony''",3,Prince Development Pte Ltd,D21,Jurong,Flexible,Charisma View,,Bukit Timah,Condo,4500,1776,Freehold,76,36,46,Partially Furnished,21,none_nearby,none_nearby,Freehold,8.411832675758411
"'Clubhouse', 'Gym', 'Swimming Pool', 'Security', 'Parking''",4,Heritage Holdings Pte Ltd,D10,Tanjong Pagar,Flexible,Heritage Apartments,,Newton,Condo,16500,4392,Freehold,53,7,23,Unknown,5,none_nearby,none_nearby,Freehold,9.711115659888671
"'Water Feature', 'Gym', 'Pool Deck', 'BBQ', 'Concierge', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Lap Pool', 'Tennis Court', 'Hydrotherapy Pool''",4,City Developments Limited,D10,Tanjong Pagar,Flexible,St. Regis Residences Singapore,,Orchard,Condo,9800,2142,999 Years,52,9,22,Unknown,14,none_nearby,none_nearby,Freehold,9.190137664658664
"'Function Room', 'Renovated', 'Aircon', 'Water Feature', 'Gym', 'Fridge', 'Bed', 'Spa Pool', 'Steam Room', 'Tennis Court', 'Fitness Corner', 'Dining Room Furniture', 'Security', 'Lap Pool', 'BBQ', 'Balcony''",2,Bukit Sembawang Estates Limited,D09,Tanjong Pagar,Flexible,8 St Thomas,Somerset MRT,River Valley,Condo,4000,549,Freehold,59,15,16,Unknown,16,7,5,Freehold,8.294049640102028
"'City View', 'Aircon', 'Fridge', 'Oven', 'High Floor', 'Washer', 'Balcony''",2,,D09,Tanjong Pagar,Flexible,Delfi Orchard,,Orchard,Condo,4000,1200,Freehold,50,6,19,Unknown,7,none_nearby,none_nearby,Freehold,8.294049640102028
"'Gym', 'Swimming Pool', 'Wading Pool', 'Playground', 'Parking', 'Security', 'BBQ''",2,Novelty Organisation Pte Ltd,D11,Tanjong Pagar,Flexible,Lucida,,Novena,Condo,3400,1065,Freehold,61,21,26,Unknown,7,none_nearby,none_nearby,Freehold,8.131530710604252
"'Clubhouse', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Parking', 'Security', 'Lap Pool', 'BBQ''",4,Far East Organization,D09,Tanjong Pagar,Flexible,Skyline @ Orchard Boulevard,Orchard MRT,River Valley,Condo,11250,2067,Freehold,55,5,15,Unknown,11,4,46,Freehold,9.328123407632566
"'Function Room', 'High Ceiling', 'Stove', 'Timber Deck', 'Oven', 'Parking', 'Sky Terrace', 'Renovated', 'Closet', 'TV', 'Greenery View', 'Utility Room', 'Dining Room Furniture', 'Washer', 'Fibre Ready', 'BBQ', 'Gym', 'Fridge', 'Dryer', 'Steam Room', 'Aircon', 'Sofa', 'Bed', 'High Floor', 'Security', 'Lap Pool''",1,Handy Investments Pte Ltd,D09,Tanjong Pagar,Flexible,Nomu,Dhoby Ghaut MRT,None,Condo,3400,500,Freehold,48,11,10,Fully Furnished,26,2,77,Freehold,8.131530710604252
"'Clubhouse', 'Gym', 'Steam Room', 'Parking', 'Security', 'Lap Pool''",2,Frasers Centrepoint Homes,D09,Tanjong Pagar,Flexible,8 @ Mount Sophia,Dhoby Ghaut MRT,None,Condo,4200,861,103 Years,48,12,12,Unknown,6,3,76,Non-Freehold,8.34283980427146
"'Clubhouse', 'City View', 'Aircon', 'Greenery View', 'Fridge', 'Walk In Closet', 'Swimming Pool', 'Dryer', 'Steam Room', 'Playground', 'Fitness Corner', 'High Floor', 'Washer', 'Gym', 'BBQ', 'Balcony''",3,Cavenagh Properties Pte Ltd,D09,Tanjong Pagar,Flexible,Waterscape At Cavenagh,,Newton,Condo,5500,1313,Freehold,52,15,16,Partially Furnished,16,none_nearby,none_nearby,Freehold,8.612503371220562
"'Clubhouse', 'Basketball Court', 'Jacuzzi', 'Tennis Court', 'Fitness Corner', 'Parking', 'Security', 'Lap Pool', 'Games Room''",0,Secure Venture Development (Simei) Pte Ltd,D18,East Coast,Flexible,Double Bay Residences,Simei MRT,Tampines,Condo,1550,400,99 Years,37,43,35,Unknown,9,6,59,Non-Freehold,7.346010209913293
"'Stove', 'Walk In Closet', 'Jacuzzi', 'Oven', 'Parking', 'Balcony', 'Bomb Shelter', 'Renovated', 'Closet', 'TV', 'Lounge', 'Wading Pool', 'Playground', 'Washer', 'Sky Terrace', 'BBQ', 'Gym', 'Retail', 'Aircon', 'Sofa', 'Bed', 'Swimming Pool', 'Security', 'Bathtub', 'Lap Pool''",4,Uol/Kheng Leong/Low Keng Huat,D05,West Coast,less_than_24m,One North Residences,One-North MRT,Queenstown,Condo,6000,1593,99 Years,72,32,28,Partially Furnished,25,5,9,Non-Freehold,8.699514748210191
"'Tennis Court', 'Bomb Shelter', 'Pool View', 'Aircon', 'Maid Room', 'Stove', 'Fridge', 'Sauna', 'Walk In Closet', 'Swimming Pool', 'Utility Room', 'Sea View', 'Playground', 'Fitness Corner', 'High Floor', 'Washer', 'Fibre Ready', 'Lap Pool', 'Gym', 'BBQ', 'Balcony''",3,Sim Lian Group Limited,D18,Aljunied,Flexible,Waterview,,Tampines,Condo,3300,1130,99 Years,36,38,43,Partially Furnished,21,none_nearby,none_nearby,Non-Freehold,8.101677747454572
"'Clubhouse', 'Basketball Court', 'Gym', 'Swimming Pool', 'Wading Pool', 'Tennis Court', 'Parking', 'Security', 'Lap Pool', 'BBQ''",2,Bishan Properties Pte Ltd,D02,Jalan Besar,Flexible,Altez,Tanjong Pagar MRT,None,Condo,6000,1011,99 Years,58,22,10,Unknown,10,3,53,Non-Freehold,8.699514748210191
"'Clubhouse', 'Function Room', 'Water Feature', 'Yoga Corner', 'Gym', 'Lounge', 'Swimming Pool', 'Wading Pool', 'Tennis Court', 'Playground', 'Security', 'Sky Terrace', 'Outdoor Dining', 'BBQ', 'Hydrotherapy Pool''",2,Sing Holdings (Robin) Pte Ltd,D10,Tanjong Pagar,Flexible,Robin Residences,Stevens MRT,Tanglin,Condo,3000,538,Freehold,58,16,23,Unknown,15,4,22,Freehold,8.006367567650246
"'Clubhouse', 'Gym', 'Pool Deck', 'Lounge', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'BBQ', 'Tennis Court''",5,Gem Homes Pte Ltd,D12,Bishan-Toa Payoh,Flexible,Gem Residences,,Toa Payoh,Condo,5800,1313,99 Years,65,21,26,Unknown,12,none_nearby,none_nearby,Non-Freehold,8.66561319653451
